Country Code,Year,ENI,POP,URB,AFL,TI,TS,CTS,KAOPEN
ARG,1980,,10.1935286788054,82.887,,15.528814195085497,0.11545672460461542,0.030439815263141386,-0.1483880877494812
ARG,1981,,10.3550329047134,83.31299999999997,,15.085476426693495,0.14292977478947486,0.048416383559584886,-0.1483880877494812
ARG,1982,,10.5216696081763,83.759,,13.002461438186145,0.15611486099988559,0.0652734662354264,-1.2185401916503906
ARG,1983,,10.6924960444917,84.194,,12.114668532929361,0.14987670106859072,0.07646968711828361,-1.2185401916503906
ARG,1984,,10.8660801917645,84.62100000000002,,12.906439778763849,0.12346381429221677,0.03752567008362607,-1.2185401916503906
ARG,1985,,11.0411771154205,85.038,,,0.1800942507068801,0.08792230015497408,-1.2185401916503906
ARG,1986,,11.2175525909036,85.445,,,0.14486032792139447,0.06514194743848034,-1.2185401916503906
ARG,1987,,11.394938776405098,85.84299999999998,,,0.15448969882952024,0.0631094976058758,-1.2185401916503906
ARG,1988,,11.5719898855917,86.23299999999998,,,0.15743458608705097,0.06477994875849047,-1.2185401916503906
ARG,1989,,11.747086443842699,86.613,,,0.19637797701883755,0.05592580147475453,-1.2185401916503906
ARG,1990,0.09983677500351332,11.9190156722172,86.984,14144.8862827775,8.921276358117936,0.14990858999944195,0.05690138358158521,-1.2185401916503906
ARG,1991,0.09430374439739256,12.087229463329802,87.32799999999997,15221.926415678601,8.446446385924606,0.13753054158889144,0.0631386114441389,-1.2185401916503906
ARG,1992,0.09188135368938596,12.2517808008945,87.542,16209.465076448301,7.2235272489521565,0.14730980586353037,0.07884153994004042,-1.2185401916503906
ARG,1993,0.08516006428957874,12.4128458100844,87.75200000000002,17312.1821576621,8.972593583812547,0.16223151447783926,0.10460344381696285,1.3114904165267944
ARG,1994,0.08559628814616203,12.5709057291838,87.96,18092.177729202802,10.214322887478042,0.18134345866998136,0.13240610590312024,1.5670140981674194
ARG,1995,0.0893724792804031,12.7263847933087,88.164,17362.672907835702,12.24296309567801,0.19771423090375506,0.1386830729163007,1.8225377798080444
ARG,1996,0.08781718672767186,12.879198593921899,88.366,18104.857440885902,14.495108064165692,0.21506468405721482,0.16519674116880337,1.0079092979431152
ARG,1997,0.08382952741311278,13.0294001147371,88.564,19347.7114152798,16.431358525596448,0.23336178843743918,0.20355542938908072,2.07806134223938
ARG,1998,0.0834823711501381,13.177765475811999,88.759,19866.4146818584,17.524663954170343,0.23350027973068918,0.2109758536330507,1.8225377798080444
ARG,1999,0.0878876629836759,13.325301002305698,88.95200000000001,18981.3346650058,17.706313654087896,0.21382744962489816,0.16161463999998515,1.5670140981674194
ARG,2000,0.08963684804803732,13.4727671018639,89.14200000000002,18625.4512647604,17.99798848882721,0.22622444777734285,0.1678288976947581,1.3114904165267944
ARG,2001,0.08920024750733718,13.620706766203,89.329,17610.9058836486,15.5034176196301,0.21852255451545283,0.15097772200442022,-1.2185401916503906
ARG,2002,0.09729410804999691,13.769096609407699,89.51,15523.1722923224,12.90014431124203,0.4175272435856425,0.19845845796445477,-1.2185401916503906
ARG,2003,0.09565104225197259,13.9174944915208,89.686,16714.8156823728,11.964439700326624,0.4064474803110847,0.2124669134311853,-0.1483880877494812
ARG,2004,0.09583741987221642,14.065156082713099,89.86,18032.7684630281,11.955739757890294,0.40692646108946895,0.2272857565622893,-0.1483880877494812
ARG,2005,0.0885730445993094,14.211668475421,90.031,19426.6068300837,13.5474490210059,0.40551270970623776,0.23923895404026563,-0.1483880877494812
ARG,2006,0.08918358359846416,14.3567148635761,90.2,20777.8336728194,14.296302981648353,0.40433479871915085,0.24554544447331875,-0.8501256704330444
ARG,2007,0.08287396568479646,14.5008367772747,90.366,22424.3186931208,14.471719857943803,0.40945170618570986,0.2692664460458616,-0.8501256704330444
ARG,2008,0.08386730092569661,14.645487797302597,90.53,23103.6583401892,13.927090111416721,0.40402673379038273,0.28799874504797246,-0.8501256704330444
ARG,2009,0.08667891432648318,14.7926100508278,90.691,21520.0810753219,12.291643549846418,0.34057126905487856,0.23659682440188035,-0.8501256704330444
ARG,2010,0.0819953789335335,14.904301546759,90.849,23521.476230394503,11.56454744679824,0.3497101326356954,0.2684519795293764,-0.8501256704330444
ARG,2011,0.07919763522375507,15.0771515955406,90.99,24647.8451965879,11.684018197113096,0.35206154999964323,0.28886027947979503,-0.8501256704330444
ARG,2012,0.08030172111228721,15.2495426957383,91.121,24119.0788063702,11.532764829289322,0.305265423717108,0.21917538347067983,-1.920277714729309
ARG,2013,0.08053527092430116,15.421160233713,91.249,24424.3504112585,11.307270454057283,0.29333929002103715,0.19910889529742418,-1.920277714729309
ARG,2014,0.0861951806456788,15.5916453818299,91.377,23550.3053677879,10.972708843553358,0.2840679364522748,0.17368525716756122,-1.920277714729309
ARG,2015,,15.760632735165501,91.503,23934.0962820711,9.563672567116463,0.22486226088979172,0.13684090823600673,-1.920277714729309
ARG,2016,,15.928135082892098,91.627,23189.7305942385,8.738168945946958,0.2609388784887983,0.17320884011667326,-1.2185401916503906
ARG,2017,,16.0941907925267,91.749,23562.9188342608,7.817038878881783,0.25223331963476664,0.16762267350530324,1.3114904165267944
ARG,2018,,16.2585100979651,91.87,22745.903784410297,8.241467676163674,0.30700446024182493,0.17818411884436627,1.5670140981674194
ARG,2019,,,91.991,22033.945309320297,,0.3239366596337016,0.17509114037579646,
ARM,1980,,108.87790656831801,66.05,,,,,
ARM,1981,,110.57590446083599,66.259,,,,,
ARM,1982,,112.17734457323499,66.467,,,,,
ARM,1983,,113.754654021777,66.675,,,,,
ARM,1984,,115.405655075518,66.883,,,,,
ARM,1985,,117.17386722866199,67.09,,,,,
ARM,1986,,119.15223041798401,67.296,,,,,
ARM,1987,,121.24857744994699,67.501,,,,,
ARM,1988,,123.100070249385,67.706,,,,,
ARM,1989,,124.217562346329,67.69,,,,,
ARM,1990,0.42056413715775787,124.27716894977199,67.421,5180.05095420166,,0.8133571854502103,0.026744215539684556,
ARM,1991,0.5020462970942042,123.121109940288,67.15,4616.9329997374,,1.0086585518885691,0.03702824118442198,
ARM,1992,0.43854715684465106,120.927889005971,66.878,2735.7889227028,,1.0107675940552527,0.020646394214230864,
ARM,1993,0.2552436621975168,118.12813487882,66.60600000000001,2554.17444555965,6.363161694480225,1.0797314628023313,0.02351194251951987,
ARM,1994,0.15226209141597546,115.33779416930099,66.332,2757.2292908825507,7.095725601895685,1.1242936460226227,0.02599955184580114,
ARM,1995,0.16992434814697446,113.008359676853,66.057,3008.23425566322,8.858227335059807,0.8611485706675789,0.01497099101110658,
